	PayCoin	PriceCST	TokenCST	PriceAA	TokenAA	Total Value
2020-06-28 12:39:03	5.2060E+22	3.0340E+19	0.0000E+00		3.3089E+21	
2020-06-28 12:56:05	5.2060E+22	3.0450E+19	0.0000E+00		3.3089E+21	
2020-06-28 13:05:15	5.2060E+22	3.0630E+19	0.0000E+00		3.3089E+21	
2020-06-28 13:12:43	5.2808E+22	3.1000E+19	0.0000E+00	2.2587E+17	0.0000E+00	
2020-06-28 13:21:46	5.8976E+22	3.0630E+19	0.0000E+00		0.0000E+00	
2020-06-28 13:30:56	5.8976E+22	3.0640E+19	0.0000E+00		0.0000E+00	
2020-06-28 13:37:03	5.8976E+22	3.0510E+19	0.0000E+00		0.0000E+00	
2020-06-28 13:46:16	5.8976E+22	3.0690E+19	0.0000E+00		0.0000E+00	
2020-06-28 13:52:54	5.8976E+22	3.1350E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:00:27	5.8976E+22	3.0920E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:06:49	5.8976E+22	3.0550E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:15:50	5.8976E+22	3.1080E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:22:38	5.8976E+22	3.0810E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:30:36	5.8976E+22	3.2390E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:37:24	5.8976E+22	3.3240E+19	0.0000E+00		0.0000E+00	
2020-06-28 14:59:11	5.8976E+22	3.1720E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:00:28	5.8976E+22	3.1980E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:10:12	5.8976E+22	3.1290E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:17:13	5.8976E+22	3.1650E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:26:23	5.8976E+22	3.2130E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:33:39	5.8976E+22	3.2240E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:43:36	5.8976E+22	3.2470E+19	0.0000E+00		0.0000E+00	
2020-06-28 15:49:15	5.8976E+22	3.1930E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:00:01	5.8976E+22	3.0660E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:08:35	5.8976E+22	3.0450E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:16:35	5.8976E+22	3.0630E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:34:33	5.8976E+22	3.1000E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:53:36	5.8976E+22	3.0630E+19	0.0000E+00		0.0000E+00	
2020-06-28 16:56:27	5.8976E+22	3.0640E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:06:11	5.8976E+22	3.0510E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:12:50	5.8976E+22	3.0690E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:19:54	5.8976E+22	3.1350E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:26:45	5.8976E+22	3.0920E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:35:42	5.8976E+22	3.0770E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:45:18	5.8976E+22	3.1080E+19	0.0000E+00		0.0000E+00	
2020-06-28 17:54:13	5.8976E+22	3.0810E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:00:00	5.8976E+22	3.1350E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:03:15	5.8976E+22	3.0920E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:06:30	5.8976E+22	3.0550E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:09:45	5.8976E+22	3.0770E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:13:00	5.8976E+22	3.1080E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:16:15	5.8976E+22	3.0810E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:19:30	5.8976E+22	3.2390E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:22:45	5.8976E+22	3.3240E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:26:00	5.8976E+22	3.2340E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:29:15	5.8976E+22	3.1220E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:32:30	5.8976E+22	3.1720E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:35:45	5.8976E+22	3.1980E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:39:00	5.8976E+22	3.1290E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:42:15	5.8976E+22	3.1650E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:45:30	5.8976E+22	3.2130E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:48:45	5.8976E+22	3.2240E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:52:00	5.8976E+22	3.2630E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:55:15	5.8976E+22	3.2470E+19	0.0000E+00		0.0000E+00	
2020-06-29 09:58:30	5.8976E+22	3.1930E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:01:45	5.8976E+22	3.0660E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:05:00	5.8976E+22	3.0340E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:08:15	5.8976E+22	3.0450E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:11:30	5.8976E+22	3.0630E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:14:45	5.8976E+22	3.1000E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:18:00	5.8976E+22	3.1000E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:21:15	5.8976E+22	3.0630E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:24:30	5.8976E+22	3.0640E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:27:45	5.8976E+22	3.0510E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:31:00	5.8976E+22	3.0690E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:34:15	5.8976E+22	3.1350E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:37:30	5.8976E+22	3.0920E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:40:45	5.8976E+22	3.0550E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:44:00	5.8976E+22	3.0770E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:47:15	5.8976E+22	3.1080E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:50:30	5.8976E+22	3.0810E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:53:45	5.8976E+22	3.1090E+19	0.0000E+00		0.0000E+00	
2020-06-29 10:57:00	5.8976E+22	3.0640E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:00:15	5.8976E+22	3.0510E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:03:30	5.8976E+22	3.0690E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:06:45	5.8976E+22	3.1350E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:10:00	5.8976E+22	3.0920E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:13:15	5.8976E+22	3.0550E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:16:30	5.8976E+22	3.0770E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:19:45	5.8976E+22	3.1080E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:23:00	5.8976E+22	3.0810E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:26:15	5.8976E+22	3.1090E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:29:30	5.8976E+22	3.1360E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:32:45	5.8976E+22	3.1270E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:36:00	5.8976E+22	3.1800E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:39:15	5.8976E+22	3.1210E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:42:30	5.8976E+22	3.1470E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:45:45	5.8976E+22	3.1400E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:49:00	5.8976E+22	3.0980E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:52:15	5.8976E+22	3.1200E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:55:30	5.8976E+22	3.1460E+19	0.0000E+00		0.0000E+00	
2020-06-29 11:58:45	5.8976E+22	3.2250E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:02:00	5.8976E+22	3.2630E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:05:15	5.8976E+22	3.3420E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:08:30	5.8976E+22	3.2420E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:11:45	5.8976E+22	3.2980E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:15:00	5.8976E+22	3.2940E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:18:15	5.8976E+22	3.3230E+19	0.0000E+00		0.0000E+00	
2020-06-29 12:20:08	2.6789E+22	3.3230E+19	0.0000E+00	2.3080E+17	1.3946E+23	
2020-06-29 12:21:30	2.6789E+22	3.3140E+19	0.0000E+00		1.3946E+23	
2020-06-29 12:24:45	2.6789E+22	3.3140E+19	0.0000E+00		1.3946E+23	
2020-06-29 12:28:00	2.6789E+22	3.2340E+19	0.0000E+00		1.3946E+23	
2020-06-29 12:31:15	2.6789E+22	3.2670E+19	0.0000E+00		1.3946E+23	
2020-06-29 12:34:30	2.6789E+22	3.2080E+19	0.0000E+00		1.3946E+23	
2020-06-29 12:37:45	2.6789E+22	3.3070E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:05:43	2.6789E+22	3.5100E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:12:17	2.6789E+22	3.4890E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:19:03	2.6789E+22	3.5200E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:26:20	2.6789E+22	3.5950E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:35:42	2.6789E+22	3.5090E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:42:06	2.6789E+22	3.8100E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:47:54	2.6789E+22	3.7010E+19	0.0000E+00		1.3946E+23	
2020-06-29 13:57:35	2.4955E+22	3.6680E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:03:00	2.4955E+22	3.4620E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:08:42	2.4955E+22	3.4070E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:18:01	2.4955E+22	3.4570E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:26:31	2.4955E+22	3.4200E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:33:07	2.4955E+22	3.4570E+19	5.0000E+19		1.3946E+23	
2020-06-29 14:38:48	2.6735E+22	3.5610E+19	0.0000E+00		1.3946E+23	
2020-06-29 14:49:09	2.6735E+22	3.5180E+19	0.0000E+00		1.3946E+23	
2020-06-29 14:57:07	2.6735E+22	3.5380E+19	0.0000E+00		1.3946E+23	
2020-06-29 15:02:49	2.6735E+22	3.5110E+19	0.0000E+00		1.3946E+23	
2020-06-29 15:11:53	5.9083E+22	3.4480E+19	0.0000E+00	2.3195E+17	0.0000E+00	
2020-06-29 15:19:26	5.8922E+22	3.3030E+19	0.0000E+00			
2020-06-29 15:28:39	5.8922E+22	3.3120E+19	0.0000E+00			
2020-06-29 15:35:54	5.8922E+22	3.2830E+19	0.0000E+00			
2020-06-29 15:49:01	5.8922E+22	3.3300E+19	0.0000E+00			
2020-06-29 15:58:44	5.8922E+22	3.3600E+19	0.0000E+00			
2020-06-29 16:06:40	5.8922E+22	3.3890E+19	0.0000E+00			
2020-06-29 16:14:47	5.8922E+22	3.2920E+19	0.0000E+00			
2020-06-29 16:24:42	5.8922E+22	3.3330E+19	0.0000E+00			
2020-06-29 16:30:05	5.8922E+22	3.3490E+19	0.0000E+00			
2020-06-29 16:35:30	5.8922E+22	3.3470E+19	0.0000E+00			
2020-06-29 16:42:43	5.8922E+22	3.4320E+19	0.0000E+00			
2020-06-29 16:50:55	5.8922E+22	3.3970E+19	0.0000E+00			
2020-06-29 16:59:39	5.8922E+22	3.3750E+19	0.0000E+00			
2020-06-29 17:05:24	5.8922E+22	3.4050E+19	0.0000E+00			
2020-06-29 17:10:53	5.8922E+22	3.4070E+19	0.0000E+00			
2020-06-29 17:16:12	5.8922E+22	3.3770E+19	0.0000E+00			
2020-06-29 17:24:12	5.8922E+22	3.3640E+19	0.0000E+00			
2020-06-29 17:28:14	2.8062E+22	3.2180E+19	9.5900E+20			
2020-06-29 17:35:21	2.8062E+22	3.1670E+19	9.5900E+20			
2020-06-29 17:46:22	2.8062E+22	3.1750E+19	9.5900E+20			
2020-06-29 17:51:55	2.8062E+22	3.1710E+19	9.5900E+20			
2020-06-29 17:59:03	5.8903E+22	3.2160E+19	0.0000E+00			
2020-06-30 09:00:10	5.8903E+22	3.4769E+19	0.0000E+00			
2020-06-30 09:08:09	5.8903E+22	3.1950E+19	0.0000E+00			
2020-06-30 09:25:23	5.8903E+22	3.1730E+19	0.0000E+00			
2020-06-30 09:34:58	5.8903E+22	3.1940E+19	0.0000E+00			
2020-06-30 09:43:00	5.8903E+22	3.2120E+19	0.0000E+00			
2020-06-30 09:50:50	5.8903E+22	3.2050E+19	0.0000E+00			
2020-06-30 09:59:16	5.8903E+22	3.2630E+19	0.0000E+00			
2020-06-30 10:06:43	5.8903E+22	3.2210E+19	0.0000E+00			
2020-06-30 10:13:50	5.8903E+22	3.2150E+19	0.0000E+00			
2020-06-30 10:30:11	5.8903E+22	3.2060E+19	0.0000E+00			
2020-06-30 10:38:51	5.8903E+22	3.1810E+19	0.0000E+00			
2020-06-30 10:44:37	5.8903E+22	3.1830E+19	0.0000E+00			
2020-06-30 10:50:58	-1.4487E+22	3.1900E+19	2.3006E+21			
