	TokenFSS
2142	2497900000000000000000
2143	2494000000000000000000
2144	2474800000000000000000
2145	2512100000000000000000
2146	2513700000000000000000
2147	2538500000000000000000
2148	2479200000000000000000
2149	2469400000000000000000
2150	2474500000000000000000
2151	2475400000000000000000
2152	2421400000000000000000
2153	2422600000000000000000
2154	2435000000000000000000
2155	2394000000000000000000
2156	2434900000000000000000
2157	2445000000000000000000
2158	2479700000000000000000
2159	2456800000000000000000
2160	2468700000000000000000
2161	2442500000000000000000
2162	2449600000000000000000
2163	2474200000000000000000
2164	2474000000000000000000
2165	2462100000000000000000
2166	2441000000000000000000
2167	2408000000000000000000
2168	2374000000000000000000
2169	2388200000000000000000
2170	2393000000000000000000
2171	2388000000000000000000
2172	2390300000000000000000
2173	2376600000000000000000
2174	2391200000000000000000
2175	2375100000000000000000
2176	2365000000000000000000
2177	2395000000000000000000
2178	2425000000000000000000
2179	2424000000000000000000
2180	2416200000000000000000
2181	2405000000000000000000
2182	2406700000000000000000
2183	2411700000000000000000
2184	2415600000000000000000
2185	2448300000000000000000
2186	2464500000000000000000
2187	2457400000000000000000
2188	2468000000000000000000
2189	2445000000000000000000
2190	2456900000000000000000
2191	2425100000000000000000
2192	2437500000000000000000
2193	2435200000000000000000
2194	2429000000000000000000
2195	2405600000000000000000
2196	2375000000000000000000
2197	2388900000000000000000
2198	2407800000000000000000
2199	2387400000000000000000
2200	2396700000000000000000
2201	2414900000000000000000
2202	2409000000000000000000
2203	2442300000000000000000
2204	2421800000000000000000
2205	2408100000000000000000
2206	2428200000000000000000
2207	2420800000000000000000
2208	2423100000000000000000
2209	2418100000000000000000
2210	2375000000000000000000
2211	2302000000000000000000
2212	2245100000000000000000
2213	2215000000000000000000
2214	2236300000000000000000
2215	2160700000000000000000
2216	2184900000000000000000
2217	2215000000000000000000
2218	2205000000000000000000
2219	2189000000000000000000
2220	2214500000000000000000
2221	2204600000000000000000
2222	2205700000000000000000
2223	2247900000000000000000
2224	2268900000000000000000
2225	2267800000000000000000
2226	2301000000000000000000
2227	2249400000000000000000
2228	2236000000000000000000
2229	2205000000000000000000
2230	2205000000000000000000
2231	2154000000000000000000
2232	2204900000000000000000
2233	2176100000000000000000
2234	2196100000000000000000
2235	2164600000000000000000
2236	2194400000000000000000
2237	2196100000000000000000
2238	2206800000000000000000
2239	2222000000000000000000
2240	2227500000000000000000
2241	2245000000000000000000
2242	2236400000000000000000
2243	2250000000000000000000
2244	2233900000000000000000
2245	2225100000000000000000
2246	2259100000000000000000
2247	2247000000000000000000
2248	2282400000000000000000
2249	2264200000000000000000
2250	2269900000000000000000
2251	2269300000000000000000
2252	2300600000000000000000
2253	2314800000000000000000
2254	2387300000000000000000
2255	2414200000000000000000
2256	2375100000000000000000
2257	2391000000000000000000
2258	2388800000000000000000
2259	2373900000000000000000
2260	2395000000000000000000
2261	2382000000000000000000
2262	2376300000000000000000
2263	2395400000000000000000
2264	2398100000000000000000
2265	2380200000000000000000
2266	2393100000000000000000
2267	2423700000000000000000
2268	2405000000000000000000
2269	2465200000000000000000
2270	2479500000000000000000
2271	2479900000000000000000
2272	2385600000000000000000
2273	2410700000000000000000
2274	2375600000000000000000
2275	2390000000000000000000
2276	2363500000000000000000
2277	2375000000000000000000
2278	2372300000000000000000
2279	2394900000000000000000
2280	2414800000000000000000
2281	2434800000000000000000
2282	2417000000000000000000
2283	2426000000000000000000
2284	2425000000000000000000
2285	2431700000000000000000
2286	2396900000000000000000
2287	2428200000000000000000
2288	2414900000000000000000
2289	2422100000000000000000
2290	2435000000000000000000
2291	2400100000000000000000
2292	2405300000000000000000
2293	2413200000000000000000
2294	2453000000000000000000
2295	2445000000000000000000
2296	2462600000000000000000
2297	2455500000000000000000
2298	2455000000000000000000
2299	2461200000000000000000
2300	2459300000000000000000
2301	2463000000000000000000
2302	2471500000000000000000
2303	2454900000000000000000
2304	2460000000000000000000
2305	2459000000000000000000
2306	2522900000000000000000
2307	2509200000000000000000
2308	2506300000000000000000
2309	2488700000000000000000
2310	2498000000000000000000
2311	2510000000000000000000
2312	2514900000000000000000
2313	2523900000000000000000
2314	2507400000000000000000
2315	2513300000000000000000
2316	2514700000000000000000
2317	2509500000000000000000
2318	2513000000000000000000
2319	2492900000000000000000
2320	2496000000000000000000
2321	2469400000000000000000
2322	2481800000000000000000
2323	2500500000000000000000
2324	2492500000000000000000
2325	2484800000000000000000
2326	2512100000000000000000
2327	2505800000000000000000
2328	2502500000000000000000
2329	2480300000000000000000
2330	2485000000000000000000
2331	2463000000000000000000
2332	2462700000000000000000
2333	2465000000000000000000
2334	2461000000000000000000
2335	2445400000000000000000
2336	2451200000000000000000
2337	2460000000000000000000
2338	2443600000000000000000
2339	2450000000000000000000
2340	2456500000000000000000
2341	2456400000000000000000
2342	2456400000000000000000
2343	2475100000000000000000
2344	2477900000000000000000
2345	2473100000000000000000
2346	2474000000000000000000
2347	2476000000000000000000
2348	2480000000000000000000
2349	2488000000000000000000
2350	2521800000000000000000
2351	2529400000000000000000
2352	2532000000000000000000
2353	2529300000000000000000
2354	2525300000000000000000
2355	2559800000000000000000
2356	2550000000000000000000
2357	2540100000000000000000
2358	2604500000000000000000
2359	2650600000000000000000
2360	2625000000000000000000
2361	2659000000000000000000
2362	2657000000000000000000
2363	2642500000000000000000
2364	2630400000000000000000
2365	2625000000000000000000
2366	2611900000000000000000
2367	2639500000000000000000
2368	2638900000000000000000
2369	2635400000000000000000
2370	2637100000000000000000
2371	2625600000000000000000
2372	2629500000000000000000
2373	2634000000000000000000
2374	2552500000000000000000
2375	2583000000000000000000
2376	2576700000000000000000
2377	2584500000000000000000
2378	2559200000000000000000
2379	2552700000000000000000
2380	2574400000000000000000
2381	2584900000000000000000
2382	2567600000000000000000
2383	2571600000000000000000
2384	2575000000000000000000
2385	2587200000000000000000
2386	2592700000000000000000
2387	2589400000000000000000
2388	2582700000000000000000
2389	2556900000000000000000
2390	2470000000000000000000
2391	2423600000000000000000
2392	2460500000000000000000
2393	2416600000000000000000
2394	2421000000000000000000
2395	2481200000000000000000
2396	2468000000000000000000
2397	2470000000000000000000
2398	2459700000000000000000
2399	2513500000000000000000
2400	2542300000000000000000
2401	2495100000000000000000
2402	2511000000000000000000
2403	2503600000000000000000
2404	2523900000000000000000
2405	2492900000000000000000
2406	2486200000000000000000
2407	2495000000000000000000
2408	2503000000000000000000
2409	2495100000000000000000
2410	2484700000000000000000
2411	2484300000000000000000
2412	2501900000000000000000
2413	2530600000000000000000
2414	2534800000000000000000
2415	2527200000000000000000
2416	2529700000000000000000
2417	2539000000000000000000
2418	2559600000000000000000
2419	2555500000000000000000
2420	2554900000000000000000
2421	2555000000000000000000
2422	2586400000000000000000
2423	2575000000000000000000
2424	2577100000000000000000
2425	2571600000000000000000
2426	2578900000000000000000
2427	2598200000000000000000
2428	2579000000000000000000
2429	2588800000000000000000
2430	2585300000000000000000
2431	2588300000000000000000
2432	2589700000000000000000
2433	2567100000000000000000
2434	2568800000000000000000
2435	2573000000000000000000
2436	2567100000000000000000
2437	2553000000000000000000
2438	2547600000000000000000
2439	2538400000000000000000
2440	2548000000000000000000
2441	2542000000000000000000
2442	2547100000000000000000
2443	2555000000000000000000
2444	2552500000000000000000
2445	2552700000000000000000
2446	2557500000000000000000
2447	2553900000000000000000
2448	2525000000000000000000
2449	2526800000000000000000
2450	2535000000000000000000
2451	2549100000000000000000
2452	2550900000000000000000
2453	2554900000000000000000
2454	2555300000000000000000
2455	2555000000000000000000
2456	2556600000000000000000
2457	2562000000000000000000
2458	2575000000000000000000
2459	2578900000000000000000
2460	2546500000000000000000
2461	2569500000000000000000
2462	2559100000000000000000
2463	2552300000000000000000
2464	2561200000000000000000
2465	2571400000000000000000
2466	2565200000000000000000
2467	2568800000000000000000
2468	2578400000000000000000
2469	2581600000000000000000
2470	2591300000000000000000
2471	2573000000000000000000
2472	2555400000000000000000
2473	2569600000000000000000
2474	2566400000000000000000
2475	2553600000000000000000
2476	2552200000000000000000
2477	2541100000000000000000
2478	2533000000000000000000
2479	2553500000000000000000
2480	2557400000000000000000
2481	2537200000000000000000
2482	2538400000000000000000
2483	2542100000000000000000
2484	2555300000000000000000
2485	2559200000000000000000
2486	2559500000000000000000
2487	2574800000000000000000
2488	2566800000000000000000
2489	2532200000000000000000
2490	2533100000000000000000
2491	2518900000000000000000
2492	2514000000000000000000
2493	2492000000000000000000
2494	2498000000000000000000
2495	2520200000000000000000
2496	2500300000000000000000
2497	2492700000000000000000
2498	2494700000000000000000
2499	2519100000000000000000
2500	2488500000000000000000
2501	2494900000000000000000
2502	2492900000000000000000
2503	2495000000000000000000
2504	2501300000000000000000
2505	2498300000000000000000
2506	2504900000000000000000
2507	2509300000000000000000
2508	2515000000000000000000
2509	2514400000000000000000
2510	2510600000000000000000
2511	2510700000000000000000
2512	2515200000000000000000
2513	2529000000000000000000
2514	2529100000000000000000
2515	2537000000000000000000
2516	2528200000000000000000
2517	2520200000000000000000
2518	2524900000000000000000
2519	2520300000000000000000
2520	2493300000000000000000
2521	2518500000000000000000
2522	2517000000000000000000
2523	2524300000000000000000
2524	2519200000000000000000
2525	2514900000000000000000
2526	2514500000000000000000
2527	2521700000000000000000
2528	2509200000000000000000
2529	2517500000000000000000
2530	2518300000000000000000
2531	2516700000000000000000
2532	2518700000000000000000
2533	2531300000000000000000
2534	2524100000000000000000
2535	2496600000000000000000
2536	2491100000000000000000
2537	2486400000000000000000
2538	2487900000000000000000
2539	2491900000000000000000
2540	2487000000000000000000
2541	2493000000000000000000
2542	2508800000000000000000
2543	2507000000000000000000
2544	2531300000000000000000
2545	2537400000000000000000
2546	2529500000000000000000
2547	2540000000000000000000
2548	2537700000000000000000
2549	2538300000000000000000
2550	2553000000000000000000
2551	2557800000000000000000
2552	2550000000000000000000
2553	2545400000000000000000
2554	2561800000000000000000
2555	2541300000000000000000
2556	2540000000000000000000
2557	2535000000000000000000
2558	2539400000000000000000
2559	2544900000000000000000
2560	2550500000000000000000
2561	2564800000000000000000
2562	2574800000000000000000
2563	2582000000000000000000
2564	2578900000000000000000
2565	2584400000000000000000
2566	2591000000000000000000
2567	2591900000000000000000
2568	2598500000000000000000
2569	2579100000000000000000
2570	2585000000000000000000
2571	2585400000000000000000
2572	2593300000000000000000
2573	2590300000000000000000
2574	2592400000000000000000
2575	2587500000000000000000
2576	2583500000000000000000
2577	2588000000000000000000
2578	2618600000000000000000
2579	2643900000000000000000
2580	2658500000000000000000
2581	2670000000000000000000
2582	2674500000000000000000
2583	2652600000000000000000
2584	2639300000000000000000
2585	2648500000000000000000
2586	2646000000000000000000
2587	2630500000000000000000
2588	2636900000000000000000
2589	2648000000000000000000
2590	2621300000000000000000
2591	2620700000000000000000
2592	2639400000000000000000
2593	2639600000000000000000
2594	2659300000000000000000
2595	2654900000000000000000
2596	2652700000000000000000
2597	2650000000000000000000
2598	2653700000000000000000
2599	2645800000000000000000
2600	2636900000000000000000
2601	2635000000000000000000
2602	2675000000000000000000
2603	2665000000000000000000
2604	2671700000000000000000
2605	2676900000000000000000
2606	2670800000000000000000
2607	2667400000000000000000
2608	2662500000000000000000
2609	2663000000000000000000
2610	2670000000000000000000
2611	2667100000000000000000
2612	2668400000000000000000
2613	2665000000000000000000
2614	2659700000000000000000
2615	2655900000000000000000
2616	2654000000000000000000
2617	2656200000000000000000
2618	2666900000000000000000
2619	2667000000000000000000
2620	2664700000000000000000
2621	2657000000000000000000
2622	2650600000000000000000
2623	2649600000000000000000
2624	2649500000000000000000
2625	2645600000000000000000
2626	2635000000000000000000
2627	2636500000000000000000
2628	2618900000000000000000
2629	2615200000000000000000
2630	2609300000000000000000
2631	2593200000000000000000
2632	2611200000000000000000
2633	2636000000000000000000
2634	2602000000000000000000
2635	2594700000000000000000
2636	2595000000000000000000
2637	2611700000000000000000
2638	2615000000000000000000
2639	2608700000000000000000
2640	2607300000000000000000
2641	2593100000000000000000
2642	2558000000000000000000
2643	2560900000000000000000
2644	2566000000000000000000
2645	2515000000000000000000
2646	2502600000000000000000
2647	2460800000000000000000
2648	2509500000000000000000
2649	2550200000000000000000
2650	2539300000000000000000
2651	2533000000000000000000
2652	2517600000000000000000
2653	2514700000000000000000
2654	2522000000000000000000
2655	2539600000000000000000
2656	2536100000000000000000
2657	2538000000000000000000
2658	2538900000000000000000
2659	2536800000000000000000
2660	2545600000000000000000
2661	2553500000000000000000
2662	2553600000000000000000
2663	2550100000000000000000
2664	2578900000000000000000
2665	2593800000000000000000
2666	2591100000000000000000
2667	2593100000000000000000
2668	2594600000000000000000
2669	2567000000000000000000
2670	2570900000000000000000
2671	2553100000000000000000
2672	2560400000000000000000
2673	2559000000000000000000
2674	2546100000000000000000
2675	2544200000000000000000
2676	2554000000000000000000
2677	2553400000000000000000
2678	2568900000000000000000
2679	2567600000000000000000
2680	2568200000000000000000
2681	2570100000000000000000
2682	2578900000000000000000
2683	2575100000000000000000
2684	2572900000000000000000
2685	2550700000000000000000
2686	2565000000000000000000
2687	2566800000000000000000
2688	2573000000000000000000
2689	2564300000000000000000
2690	2567900000000000000000
2691	2557100000000000000000
2692	2559000000000000000000
2693	2563300000000000000000
2694	2574000000000000000000
2695	2573800000000000000000
2696	2570200000000000000000
2697	2569500000000000000000
2698	2570000000000000000000
2699	2575800000000000000000
2700	2574100000000000000000
2701	2586000000000000000000
2702	2588700000000000000000
2703	2594900000000000000000
2704	2602800000000000000000
2705	2605400000000000000000
2706	2592100000000000000000
2707	2583700000000000000000
2708	2579300000000000000000
2709	2594600000000000000000
2710	2585700000000000000000
2711	2585000000000000000000
2712	2584900000000000000000
2713	2588300000000000000000
2714	2597000000000000000000
2715	2598900000000000000000
2716	2559900000000000000000
2717	2565000000000000000000
2718	2556400000000000000000
2719	2577500000000000000000
2720	2564500000000000000000
2721	2585000000000000000000
2722	2572600000000000000000
2723	2553300000000000000000
2724	2546800000000000000000
2725	2545000000000000000000
2726	2519000000000000000000
2727	2532000000000000000000
2728	2551700000000000000000
2729	2625900000000000000000
2730	2785200000000000000000
2731	2751100000000000000000
2732	2740100000000000000000
2733	2759000000000000000000
2734	2740000000000000000000
2735	2790500000000000000000
2736	2875300000000000000000
2737	2890000000000000000000
2738	2881000000000000000000
2739	2870800000000000000000
2740	2898900000000000000000
2741	2871700000000000000000
2742	2899100000000000000000
2743	2858200000000000000000
2744	2860000000000000000000
2745	2874816000000000000000
2746	2867000000000000000000
2747	2860100000000000000000
2748	2841500000000000000000
2749	2860400000000000000000
2750	2855100000000000000000
2751	2866600000000000000000
2752	2882400000000000000000
2753	2889600000000000000000
2754	2887900000000000000000
2755	2934100000000000000000
2756	2935000000000000000000
2757	2934200000000000000000
2758	2903500000000000000000
2759	2879800000000000000000
2760	2888200000000000000000
2761	2899900000000000000000
2762	2887300000000000000000
2763	2892000000000000000000
2764	2912900000000000000000
2765	2906200000000000000000
2766	2889700000000000000000
2767	2903900000000000000000
2768	2894100000000000000000
2769	2913600000000000000000
2770	2905000000000000000000
2771	2860700000000000000000
2772	2877000000000000000000
2773	2856300000000000000000
2774	2851400000000000000000
2775	2854600000000000000000
2776	2870300000000000000000
2777	2856600000000000000000
2778	2867500000000000000000
2779	2861900000000000000000
2780	2835000000000000000000
2781	2750000000000000000000
2782	2765000000000000000000
2783	2726200000000000000000
2784	2744900000000000000000
2785	2750000000000000000000
2786	2799900000000000000000
2787	2824800000000000000000
2788	2774800000000000000000
2789	2795000000000000000000
2790	2795000000000000000000
2791	2805800000000000000000
2792	2794700000000000000000
2793	2823000000000000000000
2794	2841800000000000000000
2795	2834900000000000000000
2796	2857100000000000000000
2797	2893400000000000000000
2798	2923400000000000000000
2799	2897900000000000000000
2800	2897600000000000000000
2801	2935000000000000000000
2802	2915200000000000000000
2803	2884700000000000000000
2804	2899100000000000000000
2805	2895000000000000000000
2806	2936000000000000000000
2807	2911600000000000000000
2808	2903900000000000000000
2809	2904100000000000000000
2810	2915200000000000000000
2811	2890000000000000000000
2812	2867300000000000000000
2813	2880300000000000000000
2814	2862800000000000000000
2815	2846600000000000000000
2816	2843500000000000000000
2817	2868200000000000000000
2818	2869900000000000000000
2819	2841500000000000000000
2820	2830000000000000000000
2821	2804700000000000000000
2822	2801600000000000000000
2823	2806400000000000000000
2824	2814000000000000000000
2825	2801200000000000000000
2826	2800500000000000000000
2827	2813500000000000000000
2828	2834500000000000000000
2829	2831400000000000000000
2830	2815100000000000000000
2831	2771400000000000000000
2832	2778400000000000000000
2833	2775200000000000000000
2834	2770000000000000000000
2835	2748800000000000000000
2836	2743900000000000000000
2837	2745200000000000000000
2838	2755100000000000000000
2839	2762900000000000000000
2840	2712500000000000000000
2841	2690000000000000000000
2842	2671300000000000000000
2843	2710400000000000000000
2844	2690900000000000000000
2845	2671500000000000000000
2846	2646500000000000000000
2847	2635300000000000000000
2848	2692100000000000000000
2849	2685500000000000000000
2850	2615000000000000000000
2851	2605000000000000000000
2852	2595000000000000000000
2853	2616200000000000000000
2854	2597300000000000000000
2855	2576700000000000000000
2856	2588500000000000000000
2857	2526000000000000000000
2858	2537000000000000000000
2859	2602000000000000000000
2860	2644700000000000000000
2861	2602000000000000000000
2862	2621700000000000000000
2863	2605100000000000000000
2864	2640000000000000000000
2865	2645000000000000000000
2866	2695200000000000000000
2867	2700900000000000000000
2868	2672300000000000000000
2869	2716600000000000000000
2870	2686800000000000000000
2871	2688500000000000000000
2872	2680500000000000000000
2873	2662900000000000000000
2874	2644700000000000000000
2875	2644900000000000000000
2876	2654900000000000000000
2877	2650500000000000000000
2878	2645600000000000000000
2879	2634100000000000000000
2880	2625300000000000000000
2881	2627900000000000000000
2882	2687000000000000000000
2883	2642800000000000000000
2884	2640200000000000000000
2885	2626500000000000000000
2886	2634000000000000000000
2887	2630900000000000000000
2888	2626200000000000000000
2889	2634600000000000000000
2890	2640600000000000000000
2891	2626800000000000000000
2892	2638600000000000000000
2893	2629300000000000000000
2894	2627200000000000000000
2895	2630300000000000000000
2896	2631300000000000000000
2897	2631300000000000000000
2898	2624200000000000000000
2899	2624900000000000000000
2900	2617300000000000000000
2901	2609000000000000000000
2902	2616400000000000000000
2903	2608000000000000000000
2904	2614600000000000000000
2905	2625000000000000000000
2906	2612100000000000000000
2907	2625000000000000000000
2908	2608000000000000000000
2909	2610000000000000000000
2910	2621600000000000000000
2911	2610300000000000000000
2912	2598400000000000000000
2913	2592000000000000000000
2914	2589700000000000000000
2915	2575000000000000000000
2916	2582600000000000000000
2917	2550000000000000000000
2918	2554700000000000000000
2919	2557400000000000000000
2920	2549700000000000000000
2921	2566800000000000000000
2922	2566800000000000000000
2923	2559700000000000000000
2924	2555000000000000000000
2925	2554800000000000000000
2926	2538800000000000000000
2927	2535800000000000000000
2928	2535100000000000000000
2929	2540500000000000000000
2930	2537000000000000000000
2931	2515300000000000000000
2932	2524600000000000000000
2933	2555000000000000000000
2934	2569600000000000000000
2935	2559700000000000000000
2936	2548000000000000000000
2937	2564800000000000000000
2938	2573800000000000000000
2939	2567600000000000000000
2940	2582400000000000000000
2941	2594900000000000000000
2942	2611300000000000000000
2943	2573900000000000000000
2944	2568100000000000000000
2945	2561800000000000000000
2946	2555000000000000000000
2947	2538400000000000000000
2948	2550600000000000000000
2949	2528000000000000000000
2950	2531400000000000000000
2951	2535300000000000000000
2952	2551700000000000000000
2953	2552800000000000000000
2954	2549700000000000000000
2955	2542000000000000000000
2956	2533400000000000000000
2957	2530000000000000000000
2958	2525700000000000000000
2959	2524700000000000000000
2960	2515500000000000000000
2961	2532700000000000000000
2962	2530300000000000000000
2963	2529400000000000000000
2964	2512200000000000000000
2965	2514500000000000000000
2966	2524300000000000000000
2967	2521600000000000000000
2968	2510000000000000000000
2969	2506000000000000000000
2970	2480600000000000000000
2971	2485000000000000000000
2972	2464800000000000000000
2973	2464200000000000000000
2974	2481500000000000000000
2975	2488600000000000000000
2976	2453600000000000000000
2977	2403100000000000000000
2978	2395900000000000000000
2979	2422500000000000000000
2980	2431300000000000000000
2981	2435000000000000000000
2982	2434900000000000000000
2983	2449000000000000000000
2984	2425000000000000000000
2985	2435300000000000000000
2986	2448000000000000000000
2987	2442700000000000000000
2988	2417400000000000000000
2989	2575900000000000000000
2990	2615000000000000000000
2991	2581600000000000000000
2992	2614200000000000000000
2993	2647800000000000000000
2994	2625000000000000000000
2995	2624300000000000000000
2996	2628600000000000000000
2997	2665000000000000000000
2998	2658800000000000000000
2999	2685100000000000000000
3000	2659500000000000000000
3001	2680800000000000000000
3002	2659300000000000000000
3003	2637100000000000000000
3004	2632000000000000000000
3005	2612400000000000000000
3006	2631700000000000000000
3007	2639600000000000000000
3008	2616900000000000000000
3009	2573000000000000000000
3010	2555900000000000000000
3011	2547100000000000000000
3012	2556200000000000000000
3013	2520500000000000000000
3014	2518500000000000000000
3015	2544000000000000000000
3016	2553600000000000000000
3017	2561400000000000000000
3018	2581000000000000000000
3019	2597900000000000000000
3020	2587100000000000000000
3021	2578100000000000000000
3022	2542900000000000000000
3023	2548000000000000000000
3024	2574900000000000000000
3025	2575000000000000000000
3026	2560800000000000000000
3027	2551000000000000000000
3028	2560900000000000000000
3029	2560200000000000000000
3030	2569900000000000000000
3031	2575000000000000000000
3032	2562300000000000000000
3033	2555500000000000000000
3034	2557600000000000000000
3035	2555000000000000000000
3036	2548100000000000000000
3037	2548100000000000000000
3038	2555000000000000000000
3039	2549700000000000000000
3040	2550000000000000000000
3041	2554000000000000000000
3042	2551300000000000000000
3043	2550500000000000000000
3044	2552200000000000000000
3045	2564900000000000000000
3046	2572600000000000000000
3047	2586900000000000000000
3048	2577000000000000000000
3049	2565000000000000000000
3050	2569600000000000000000
3051	2567000000000000000000
3052	2565200000000000000000
3053	2565300000000000000000
3054	2556200000000000000000
3055	2557000000000000000000
3056	2570200000000000000000
3057	2537500000000000000000
3058	2565800000000000000000
3059	2567900000000000000000
3060	2570200000000000000000
3061	2573700000000000000000
3062	2567500000000000000000
3063	2572100000000000000000
3064	2569200000000000000000
3065	2582600000000000000000
3066	2581000000000000000000
3067	2583000000000000000000
3068	2574700000000000000000
3069	2572300000000000000000
3070	2582500000000000000000
3071	2585000000000000000000
3072	2583100000000000000000
3073	2564800000000000000000
3074	2571000000000000000000
3075	2575200000000000000000
3076	2582000000000000000000
3077	2588700000000000000000
3078	2582600000000000000000
3079	2585500000000000000000
3080	2588300000000000000000
3081	2584800000000000000000
3082	2584900000000000000000
3083	2585900000000000000000
3084	2579800000000000000000
3085	2577600000000000000000
3086	2575000000000000000000
3087	2567700000000000000000
3088	2565000000000000000000
3089	2572300000000000000000
3090	2570500000000000000000
3091	2575900000000000000000
3092	2575000000000000000000
3093	2572700000000000000000
3094	2566000000000000000000
3095	2549900000000000000000
3096	2557700000000000000000
3097	2585000000000000000000
3098	2572300000000000000000
3099	2580800000000000000000
3100	2576200000000000000000
3101	2582000000000000000000
3102	2580500000000000000000
3103	2570400000000000000000
3104	2571800000000000000000
3105	2561400000000000000000
3106	2559600000000000000000
3107	2560700000000000000000
3108	2564000000000000000000
3109	2570200000000000000000
3110	2570100000000000000000
3111	2570700000000000000000
3112	2577300000000000000000
3113	2568100000000000000000
3114	2572400000000000000000
3115	2581800000000000000000
3116	2578900000000000000000
3117	2579500000000000000000
3118	2576500000000000000000
3119	2635200000000000000000
3120	2672800000000000000000
3121	2648000000000000000000
3122	2654900000000000000000
3123	2655000000000000000000
3124	2644100000000000000000
3125	2645900000000000000000
3126	2649000000000000000000
3127	2625000000000000000000
3128	2645000000000000000000
3129	2628500000000000000000
3130	2626300000000000000000
3131	2636800000000000000000
3132	2643000000000000000000
3133	2664400000000000000000
3134	2654200000000000000000
3135	2656800000000000000000
3136	2657800000000000000000
3137	2657400000000000000000
3138	2668400000000000000000
3139	2666200000000000000000
3140	2665600000000000000000
3141	2669600000000000000000
3142	2670900000000000000000
3143	2668500000000000000000
3144	2651300000000000000000
3145	2655000000000000000000
3146	2651900000000000000000
3147	2654700000000000000000
3148	2652200000000000000000
3149	2649900000000000000000
3150	2655000000000000000000
3151	2644900000000000000000
3152	2643200000000000000000
3153	2645000000000000000000
3154	2645000000000000000000
3155	2655000000000000000000
3156	2654500000000000000000
3157	2655000000000000000000
3158	2664900000000000000000
3159	2665000000000000000000
3160	2667300000000000000000
3161	2673600000000000000000
3162	2668000000000000000000
3163	2661800000000000000000
3164	2664800000000000000000
3165	2663700000000000000000
3166	2659700000000000000000
3167	2659500000000000000000
3168	2664400000000000000000
3169	2682800000000000000000
3170	2664600000000000000000
3171	2649200000000000000000
3172	2654800000000000000000
3173	2655000000000000000000
3174	2658600000000000000000
3175	2655200000000000000000
3176	2651600000000000000000
3177	2638600000000000000000
3178	2647500000000000000000
3179	2640700000000000000000
3180	2635100000000000000000
3181	2623100000000000000000
3182	2625000000000000000000
3183	2624600000000000000000
3184	2616600000000000000000
3185	2625000000000000000000
3186	2635000000000000000000
3187	2620900000000000000000
3188	2634800000000000000000
3189	2620000000000000000000
3190	2574900000000000000000
3191	2587500000000000000000
3192	2612800000000000000000
3193	2611800000000000000000
3194	2623000000000000000000
3195	2613900000000000000000
3196	2608600000000000000000
3197	2590000000000000000000
3198	2579800000000000000000
3199	2593200000000000000000
3200	2594900000000000000000
3201	2575000000000000000000
3202	2551000000000000000000
3203	2524400000000000000000
3204	2515600000000000000000
3205	2484900000000000000000
3206	2495200000000000000000
3207	2491500000000000000000
3208	2492000000000000000000
3209	2470000000000000000000
3210	2465000000000000000000
3211	2460700000000000000000
3212	2437000000000000000000
3213	2455900000000000000000
3214	2436300000000000000000
3215	2493700000000000000000
3216	2475100000000000000000
3217	2475000000000000000000
3218	2519800000000000000000
3219	2502400000000000000000
3220	2481000000000000000000
3221	2494800000000000000000
3222	2494900000000000000000
3223	2492200000000000000000
3224	2495000000000000000000
3225	2475000000000000000000
3226	2480000000000000000000
3227	2460300000000000000000
3228	2468300000000000000000
3229	2495600000000000000000
3230	2503600000000000000000
3231	2478700000000000000000
3232	2494200000000000000000
3233	2482500000000000000000
3234	2495700000000000000000
3235	2530000000000000000000
3236	2552400000000000000000
3237	2543200000000000000000
3238	2545000000000000000000
3239	2574700000000000000000
3240	2594900000000000000000
3241	2595000000000000000000
3242	2595000000000000000000
3243	2599400000000000000000
3244	2595300000000000000000
3245	2595000000000000000000
3246	2602300000000000000000
3247	2613800000000000000000
3248	2635000000000000000000
3249	2665000000000000000000
3250	2635500000000000000000
3251	2636000000000000000000
3252	2605300000000000000000
3253	2573000000000000000000
3254	2581000000000000000000
3255	2589900000000000000000
3256	2587500000000000000000
3257	2589200000000000000000
3258	2609500000000000000000
3259	2604600000000000000000
3260	2608100000000000000000
3261	2623100000000000000000
3262	2627200000000000000000
3263	2622000000000000000000
3264	2634900000000000000000
3265	2612200000000000000000
3266	2613900000000000000000
3267	2609000000000000000000
3268	2574700000000000000000
3269	2585000000000000000000
3270	2594400000000000000000
3271	2584400000000000000000
3272	2576000000000000000000
3273	2583500000000000000000
3274	2589200000000000000000
3275	2593200000000000000000
3276	2598200000000000000000
3277	2595000000000000000000
3278	2593700000000000000000
3279	2598400000000000000000
3280	2598400000000000000000
3281	2594300000000000000000
3282	2594600000000000000000
3283	2586700000000000000000
3284	2595800000000000000000
3285	2585600000000000000000
3286	2579200000000000000000
3287	2569400000000000000000
3288	2566000000000000000000
3289	2564000000000000000000
3290	2570000000000000000000
3291	2575700000000000000000
3292	2578500000000000000000
3293	2565000000000000000000
3294	2560000000000000000000
3295	2559400000000000000000
3296	2573700000000000000000
3297	2585200000000000000000
3298	2571900000000000000000
3299	2568500000000000000000
3300	2557000000000000000000
3301	2563700000000000000000
3302	2558400000000000000000
3303	2558200000000000000000
3304	2555800000000000000000
3305	2558000000000000000000
3306	2561100000000000000000
3307	2564600000000000000000
